Document Title,DOI,PDF Link,excluded_stage1,excluded_stage2,excluded_stage3
D2A: A Dataset Built for AI-Based Vulnerability Detection Methods Using Differential Analysis,10.1109/ICSE-SEIP52600.2021.00020,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9402126,TRUE,TRUE,TRUE
A Detection Algorithm of Malicious Code Variants based on Extreme Learning,10.1109/AEECA55500.2022.9919022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9919022,FALSE,TRUE,TRUE
Applying Convolutional Neural Network for Malware Detection,10.1109/ICAwST.2019.8923568,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8923568,FALSE,TRUE,TRUE
Website Cryptojacking Detection Using Machine Learning : IEEE CNS 20 Poster,10.1109/CNS48642.2020.9162342,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9162342,FALSE,TRUE,TRUE
Sentence Level Language Identification in Gujarati-Hindi Code-Mixed Scripts,10.1109/iSSSC50941.2020.9358837,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9358837,FALSE,TRUE,TRUE
Detecting Integer Overflow Errors in Java Source Code via Machine Learning,10.1109/ICTAI52525.2021.00115,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9643278,FALSE,TRUE,TRUE
Android Malware Detection Based on Deep Learning,10.1109/CompComm.2018.8781037,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8781037,FALSE,TRUE,TRUE
Identification and Classification of Corrupted PUF Responses via Machine Learning,10.1109/HOST54066.2022.9839919,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9839919,FALSE,TRUE,TRUE
Research on Digital Identity Technology and Application Based on Identification Code and Trusted Account Blockchain fusion,10.1109/AINIT54228.2021.00085,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9724732,FALSE,TRUE,TRUE
Symmetric adversarial poisoning against deep learning,10.1109/IPTA50016.2020.9286651,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9286651,FALSE,TRUE,TRUE
Malware Detection Using Gist Features and Deep Neural Network,10.1109/ICACCS48705.2020.9074325,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9074325,FALSE,TRUE,TRUE
Automated microsoft office macro malware detection using machine learning,10.1109/BigData.2017.8258483,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8258483,FALSE,TRUE,TRUE
Identification of Malicious Code Variants using Spp-Net Model and Color Images,10.1109/ICIIS51140.2020.9342648,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9342648,FALSE,TRUE,TRUE
Is WhatsApp Plus Malicious? A Review Using Static Analysis,10.1109/IWBIS53353.2021.9631860,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9631860,FALSE,TRUE,TRUE
AI for Automated Code Updates,10.1145/3510457.3513073,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9794071,TRUE,TRUE,TRUE
Cyber Security Threats Detection in Internet of Things Using Deep Learning Approach,10.1109/ACCESS.2019.2937347,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8812669,FALSE,TRUE,TRUE
A Study on Container Vulnerability Exploit Detection,10.1109/IC2E.2019.00026,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8790061,FALSE,TRUE,TRUE
Research on Malware Variant Detection Method Based on Deep Neural Network,10.1109/CSP51677.2021.9357503,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9357503,FALSE,TRUE,TRUE
Investigating attacks to improve security and privacy in RFID systems using the security bit method,10.1109/KBEI.2019.8735043,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8735043,FALSE,TRUE,TRUE
Malicious URL Recognition Based on Multi-feature Fusion and Machine Learning,10.23919/CCC55666.2022.9902389,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9902389,FALSE,TRUE,TRUE
Exniffer: Learning to Prioritize Crashes by Assessing the Exploitability from Memory Dump,10.1109/APSEC.2017.30,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8305946,FALSE,TRUE,TRUE
CODDLE: Code-Injection Detection With Deep Learning,10.1109/ACCESS.2019.2939870,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8835902,FALSE,TRUE,TRUE
Interpretable linear models for predicting security vulnerabilities in source code,10.1109/TransAI54797.2022.00032,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9951610,FALSE,TRUE,TRUE
Mechanical Phish: Resilient Autonomous Hacking,10.1109/MSP.2018.1870858,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8328966,FALSE,TRUE,TRUE
A system for detecting third-party tracking through the combination of dynamic analysis and static analysis,10.1109/INFOCOMWKSHPS51825.2021.9484564,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9484564,FALSE,TRUE,TRUE
Deep Learning-Based Decoding of Block Markov Superposition Transmission,10.1109/WCSP.2019.8928042,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8928042,FALSE,TRUE,TRUE
A Manually-Curated Dataset of Fixes to Vulnerabilities of Open-Source Software,10.1109/MSR.2019.00064,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8816802,TRUE,TRUE,TRUE
Secure QR Code Scanner to Detect Malicious URL using Machine Learning,10.1109/ASIANCON55314.2022.9908759,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9908759,FALSE,TRUE,TRUE
Secrets in Source Code: Reducing False Positives using Machine Learning,10.1109/COMSNETS48256.2020.9027350,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9027350,FALSE,TRUE,TRUE
A Comparison of Nano-Patterns vs. Software Metrics in Vulnerability Prediction,10.1109/APSEC.2018.00050,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8719530,FALSE,TRUE,TRUE
A Comprehensive Survey on Identification of Malware Types and Malware Classification Using Machine Learning Techniques,10.1109/ICOSEC51865.2021.9591763,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9591763,FALSE,TRUE,TRUE
Mitch: A Machine Learning Approach to the Black-Box Detection of CSRF Vulnerabilities,10.1109/EuroSP.2019.00045,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8806728,FALSE,TRUE,TRUE
Progress of Word Embedding in Code Generation,10.1109/QRS-C.2019.00113,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8859430,FALSE,TRUE,TRUE
Shifting Left for Machine Learning: An Empirical Study of Security Weaknesses in Supervised Learning-based Projects,10.1109/COMPSAC54236.2022.00130,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9842530,FALSE,TRUE,TRUE
Investigating Graph Embedding Methods for Cross-Platform Binary Code Similarity Detection,10.1109/EuroSP53844.2022.00012,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9797388,FALSE,TRUE,TRUE
V-Fuzz: Vulnerability Prediction-Assisted Evolutionary Fuzzing for Binary Programs,10.1109/TCYB.2020.3013675,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9199813,FALSE,TRUE,TRUE
Asm2Vec: Boosting Static Representation Robustness for Binary Clone Search against Code Obfuscation and Compiler Optimization,10.1109/SP.2019.00003,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8835340,FALSE,TRUE,TRUE
MMPD: A Novel Malicious PDF File Detector for Mobile Robots,10.1109/JSEN.2020.3029083,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9214490,FALSE,TRUE,TRUE
Adversarial Attack and Defense for Webshell Detection on Machine Learning Models,10.1109/CyberC55534.2022.00017,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10090188,FALSE,TRUE,TRUE
Beware of the Vulnerability! How Vulnerable are GitHub's Most Popular PHP Applications?,10.1109/AICCSA47632.2019.9035265,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9035265,FALSE,TRUE,TRUE
Understanding Obfuscated Code,10.1109/ICPC.2006.49,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1631134,TRUE,TRUE,TRUE
The use of machine learning to identify the correctness of HS Code for the customs import declarations,10.1109/DSAA53316.2021.9564203,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9564203,FALSE,TRUE,TRUE
Detecting SQL Injection Attack using Natural Language Processing,10.1109/UPCON56432.2022.9986458,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9986458,FALSE,TRUE,TRUE
Can Machine/Deep Learning Classifiers Detect Zero-Day Malware with High Accuracy?,10.1109/BigData47090.2019.9006514,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9006514,FALSE,TRUE,TRUE
Automatic labeling of the elements of a vulnerability report CVE with NLP,10.1109/IRI54793.2022.00045,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9874201,FALSE,TRUE,TRUE
Function Grouping & Visualization Through Machine Learning to Aid and Automate Reverse Engineering of Malware,10.1109/RWS55399.2022.9984035,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9984035,FALSE,TRUE,TRUE
A hybrid approach to improving program security,10.1109/SSCI.2017.8285247,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8285247,FALSE,TRUE,TRUE
Predicting Vulnerability for Requirements,10.1109/IRI51335.2021.00028,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9599104,FALSE,FALSE,TRUE
Analysis on code stability and fault tolerance,10.1109/AIMSEC.2011.6010188,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6010188,TRUE,TRUE,TRUE
Identification of malware using CNN and bio-inspired technique,10.1109/ICSCAN.2019.8878696,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8878696,FALSE,TRUE,TRUE
ComPy-Learn: A toolbox for exploring machine learning representations for compilers,10.1109/FDL50818.2020.9232946,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9232946,FALSE,TRUE,TRUE
An Empirical Study on Source Code Feature Extraction in Preprocessing of IR-Based Requirements Traceability,10.1109/QRS57517.2022.00110,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10061813,FALSE,TRUE,TRUE
Research on APT Attack Detection Technology Based on DenseNet Convolutional Neural Network,10.1109/CISAI54367.2021.00091,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9719255,FALSE,TRUE,TRUE
A study on the selection of future AI+X promising fields and the direction to strengthen competitiveness,10.1109/ICAIIC51459.2021.9415181,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9415181,FALSE,TRUE,TRUE
BiN: A Two-Level Learning-Based Bug Search for Cross-Architecture Binary,10.1109/ACCESS.2019.2953173,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8920168,FALSE,TRUE,TRUE
A Trustless Federated Framework for Decentralized and Confidential Deep Learning,10.1109/iGETblockchain56591.2022.10087146,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10087146,FALSE,TRUE,TRUE
Exploring the Security Awareness of the Python and JavaScript Open Source Communities,10.1145/3379597.3387513,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10148706,TRUE,TRUE,TRUE
Budding Novel Applications in agriculture Victimization data processing,10.1109/ICSNS.2018.8573617,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8573617,FALSE,TRUE,TRUE
Code Aggregate Graph: Effective Representation for Graph Neural Networks to Detect Vulnerable Code,10.1109/ACCESS.2022.3216395,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9927184,FALSE,FALSE,FALSE
Detection of Malicious Code Variants Based on Deep Learning,10.1109/TII.2018.2822680,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8330042,FALSE,TRUE,TRUE
Integrating Static and Dynamic Malware Analysis Using Machine Learning,10.1109/TLA.2015.7350062,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7350062,FALSE,TRUE,TRUE
Android Malicious Code Detection Based on Secondary Pruning Optimization,10.1109/CISP-BMEI48845.2019.8965960,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8965960,FALSE,TRUE,TRUE
Detecting and Removing Web Application Vulnerabilities with Static Analysis and Data Mining,10.1109/TR.2015.2457411,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7206620,FALSE,FALSE,TRUE
Defeating Lattice-Based Data Hiding Code Via Decoding Security Hole,10.1109/TCSVT.2020.2971590,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8982046,FALSE,TRUE,TRUE
Understanding and Mitigating Threats from Android Hybrid Apps Using Machine Learning,10.1109/BigData50022.2020.9377952,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9377952,FALSE,FALSE,TRUE
A Model Based on Program Slice and Deep Learning for Software Defect Prediction,10.1109/ICCCN49398.2020.9209658,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9209658,FALSE,TRUE,TRUE
Utilizing obfuscation information in deep learning-based Android malware detection,10.1109/COMPSAC51774.2021.00185,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9529786,FALSE,TRUE,TRUE
Improving Vulnerability Inspection Efficiency Using Active Learning,10.1109/TSE.2019.2949275,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8883076,FALSE,FALSE,FALSE
Systematic Mapping of the Literature on Secure Software Development,10.1109/ACCESS.2021.3062388,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9363884,FALSE,TRUE,TRUE
Currency and Fake Currency Detection using Machine Learning and Image Processing – An Application for Blind People using Android Studio,10.1109/ICACRS55517.2022.10029296,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10029296,FALSE,TRUE,TRUE
MLCatchUp: Automated Update of Deprecated Machine-Learning APIs in Python,10.1109/ICSME52107.2021.00061,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9609153,FALSE,TRUE,TRUE
Malware family classification method based on static feature extraction,10.1109/CompComm.2017.8322598,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8322598,FALSE,TRUE,TRUE
Leveraging WebAssembly for Numerical JavaScript Code Virtualization,10.1109/ACCESS.2019.2953511,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8901223,FALSE,TRUE,TRUE
A Semi-supervised Deep Learning-Based Solver for Breaking Text-Based CAPTCHAs,10.1109/TrustCom53373.2021.00092,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9724499,FALSE,TRUE,TRUE
VulSeeker: A Semantic Learning Based Vulnerability Seeker for Cross-Platform Binary,10.1145/3238147.3240480,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9000027,FALSE,TRUE,TRUE
Trojan Traffic Detection based on Machine Learning,10.1109/ICCWAMTIP51612.2020.9317515,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9317515,FALSE,TRUE,TRUE
Classifying Imbalanced Data with AUM Loss,10.1109/TransAI54797.2022.00030,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9951523,FALSE,TRUE,TRUE
Deep Domain Adaptation for Vulnerable Code Function Identification,10.1109/IJCNN.2019.8851923,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8851923,FALSE,FALSE,FALSE
A machine learning-based static analysis warning prioritization,10.1109/QRS-C55045.2021.00103,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9742226,FALSE,TRUE,TRUE
"Poster: Git Blame Who?: Stylistic Authorship Attribution of Small, Incomplete Source Code Fragments",,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8449576,TRUE,TRUE,TRUE
Analyzing Machine Learning-based Feature Selection for Botnet Detection,10.1109/ICISIT54091.2022.9872812,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9872812,FALSE,TRUE,TRUE
ReGVD: Revisiting Graph Neural Networks for Vulnerability Detection,10.1145/3510454.3516865,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9793807,FALSE,TRUE,TRUE
Securing Web User Privacy with Steganalysis of Images using Deep Learning,10.1109/ICCES54183.2022.9836021,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9836021,FALSE,TRUE,TRUE
A fuzzy-logic based morse code entry system with a touch-pad interface for physically disabled persons,10.1109/INDICON.2016.7838961,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7838961,FALSE,TRUE,TRUE
NPDHunter: Efficient Null Pointer Dereference Vulnerability Detection in Binary,10.1109/ACCESS.2021.3091209,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9461802,FALSE,TRUE,TRUE
A Novel Inverse P-M Diffusion Enhanced Code Spraying Robot for Express Security Inspection,10.1109/ACCESS.2022.3160731,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9738621,FALSE,TRUE,TRUE
Machine Learning to Evaluate Evolvability Defects: Code Metrics Thresholds for a Given Context,10.1109/QRS.2018.00022,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8424960,FALSE,TRUE,TRUE
One Size Does Not Fit All: A Grounded Theory and Online Survey Study of Developer Preferences for Security Warning Types,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9284069,TRUE,TRUE,TRUE
Research on Autoencdoer Technology for Malware Feature Purification,10.1109/SNPDWinter52325.2021.00057,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9403467,FALSE,TRUE,TRUE
Detection and Prevention of Code Injection Attacks on HTML5-Based Apps,10.1109/CBD.2015.48,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7435482,FALSE,TRUE,TRUE
Source Code Analysis for Mobile Applications for Privacy Leaks,10.1109/MASCON51689.2021.9563443,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9563443,FALSE,TRUE,TRUE
Parameter Description Generation with the Code Parameter Flow,10.1109/QRS57517.2022.00093,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10062412,FALSE,TRUE,TRUE
An Automatic Code Generation Method Based on Sequence Generative Adversarial Network,10.1109/DSC55868.2022.00059,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9899769,FALSE,TRUE,TRUE
Intrusion detection using error correcting output code based ensemble,10.1109/HIS.2014.7086194,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7086194,FALSE,TRUE,TRUE
Toward Machine Learning Based Analyses on Compressed Firmware,10.1109/COMPSAC.2019.10271,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8754220,FALSE,TRUE,TRUE
InspectJS: Leveraging Code Similarity and User-Feedback for Effective Taint Specification Inference for JavaScript,10.1145/3510457.3513048,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9794015,TRUE,TRUE,TRUE
Anomaly Detection Technique for Intrusion Detection in SDN Environment using Continuous Data Stream Machine Learning Algorithms,10.1109/SysCon48628.2021.9447092,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9447092,FALSE,TRUE,TRUE
mVulPreter: A Multi-Granularity Vulnerability Detection System With Interpretations,10.1109/TDSC.2022.3199769,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9864301,FALSE,FALSE,FALSE
Perturbation of Image-based Malware Detection with Smali level morphing techniques,10.1109/ISPA-BDCloud-SocialCom-SustainCom52081.2021.00221,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9644887,FALSE,TRUE,TRUE
MERLIN: Multi-Language Web Vulnerability Detection,10.1109/NCA51143.2020.9306735,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9306735,FALSE,TRUE,TRUE
Study of fuzzy clustering methods for malicious codes using native API call frequency,10.1109/CICYBS.2009.4925086,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4925086,TRUE,TRUE,TRUE
Identifying Vulnerable IoT Applications using Deep Learning,10.1109/SANER48275.2020.9054817,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9054817,FALSE,TRUE,TRUE
Artificial Intelligence Bias Minimization Via Random Sampling Technique of Adversary Data,10.1109/CCWC51732.2021.9375929,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9375929,FALSE,TRUE,TRUE
BERTDeep-Ware: A Cross-architecture Malware Detection Solution for IoT Systems,10.1109/TrustCom53373.2021.00130,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9724298,FALSE,TRUE,TRUE
IoT Based Motion Detector Using Raspberry Pi Gadgetry,10.1109/ITED56637.2022.10051334,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10051334,FALSE,TRUE,TRUE
Cross-Project Transfer Representation Learning for Vulnerable Function Discovery,10.1109/TII.2018.2821768,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8329207,FALSE,FALSE,FALSE
A Personalized Learning Framework for Software Vulnerability Detection and Education,10.1109/ISCSIC54682.2021.00032,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9644382,FALSE,TRUE,TRUE
"A Deep Learning Approach to Fast, Format-Agnostic Detection of Malicious Web Content",10.1109/SPW.2018.00010,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8424626,FALSE,TRUE,TRUE
Analyze and detect malicious code for compound document binary storage format,10.1109/ICMLC.2011.6016767,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6016767,FALSE,TRUE,TRUE
Weaponizing Unicodes with Deep Learning -Identifying Homoglyphs with Weakly Labeled Data,10.1109/ISI49825.2020.9280538,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9280538,FALSE,TRUE,TRUE
Information security: The SCAN — Secure processor with crypto-biometrics capabilities,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5741967,TRUE,TRUE,TRUE
Information securitY - The SCAN - Secure processor with crypto-biometrics capabilities,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5742525,TRUE,TRUE,TRUE
Information security: The SCAN — Secure processor with crypto-biometrics capabilities,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5740416,TRUE,TRUE,TRUE
Prevention of Fake Food and Adulteration using Electronic Product Code (EPC) and Machine Learning based Block Chain Technology,10.1109/ICCMC53470.2022.9753910,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9753910,FALSE,TRUE,TRUE
Malware Detection using Artificial Intelligence,10.1109/ICCCNT54827.2022.9984218,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9984218,FALSE,TRUE,TRUE
Machine and Deep Learning Based Comparative Analysis Using Hybrid Approaches for Intrusion Detection System,10.1109/ICACS47775.2020.9055946,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9055946,FALSE,TRUE,TRUE
Malicious Code Detection and Acquisition Using Active Learning,10.1109/ISI.2007.379505,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4258731,TRUE,TRUE,TRUE
A Cryptocompression System Using AAβ Algorithm and Goldbach G1 Codes,10.1109/DATABIA53375.2021.9650166,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9650166,FALSE,TRUE,TRUE
Operator Partitioning and Parallel Scheduling Optimization for Deep Learning Compiler,10.1109/AUTEEE56487.2022.9994497,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9994497,FALSE,TRUE,TRUE
Deep Learning-Aided 6G Wireless Networks: A Comprehensive Survey of Revolutionary PHY Architectures,10.1109/OJCOMS.2022.3210648,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9905727,FALSE,TRUE,TRUE
Quantum Machine Learning for Software Supply Chain Attacks: How Far Can We Go?,10.1109/COMPSAC54236.2022.00097,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9842669,FALSE,TRUE,TRUE
Power Measurement Based Code Classification for Programmable Logic Circuits,10.1109/ISSPIT.2018.8642680,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8642680,FALSE,TRUE,TRUE
A new method for the Detection of Anomalies in Streaming Data Malicious URL Segmentation and Classification using Machine Learning Techniques,10.1109/ICAISS55157.2022.10011007,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10011007,FALSE,TRUE,TRUE
Experimenting Machine Learning Techniques to Predict Vulnerabilities,10.1109/LADC.2016.32,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7781850,FALSE,TRUE,TRUE
Exploring Transformers for Multi-Label Classification of Java Vulnerabilities,10.1109/QRS57517.2022.00015,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10062434,FALSE,FALSE,FALSE
RetCom: Information Retrieval-Enhanced Automatic Source-Code Summarization,10.1109/QRS57517.2022.00099,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10062384,FALSE,TRUE,TRUE
Extracting Knowledge from Open Source Projects to Improve Program Security,10.1109/SECON.2018.8478906,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8478906,FALSE,TRUE,TRUE
SecureMLDebugger: A Privacy-Preserving Machine Learning Debugging Tool,10.1109/DSC50466.2020.00027,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9172872,FALSE,TRUE,TRUE
Security for the Storage Network Merging NAS and SAN,10.1109/ICMLC.2006.258445,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4028160,TRUE,TRUE,TRUE
A novel verification code technology to make web system more secure,10.1109/ICCSE.2011.6028872,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6028872,TRUE,TRUE,TRUE
Research and Evaluation of Intelligent Threat Detection Under Industrial Internet,10.1109/ICNSC52481.2021.9702185,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9702185,FALSE,TRUE,TRUE
A Malware Detection Method of Code Texture Visualization Based on an Improved Faster RCNN Combining Transfer Learning,10.1109/ACCESS.2020.3022722,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9187856,FALSE,TRUE,TRUE
Survey and remedy of the technologies used for RFID tags against counterfeiting,10.1109/ICMLC.2009.5212582,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5212582,TRUE,TRUE,TRUE
Power-Grid Controller Anomaly Detection with Enhanced Temporal Deep Learning,10.1109/TrustCom/BigDataSE.2019.00030,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8887367,FALSE,TRUE,TRUE
A Novel Tree-based Neural Network for Android Code Smells Detection,10.1109/QRS54544.2021.00083,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9724832,FALSE,TRUE,TRUE
Detection of SQL Injection attack Using Machine Learning,10.1109/TRIBES52498.2021.9751616,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9751616,FALSE,FALSE,TRUE
Challenges in Migrating Imperative Deep Learning Programs to Graph Execution: An Empirical Study,10.1145/3524842.3528455,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9796227,FALSE,TRUE,TRUE
Malicious Code Detection Method Based on Multiple Features,10.1109/ICECE54449.2021.9674573,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9674573,FALSE,TRUE,TRUE
Implementation of Dynamic Scanner to Protect the Documents from Ransomware using Machine Learning Algorithms,10.1109/iCCECE52344.2021.9534855,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9534855,FALSE,TRUE,TRUE
Android-based Smartphone Malware Exploit Prevention Using a Machine Learning-based Runtime Detection System,10.1109/CONISOFT55708.2022.00026,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10066751,FALSE,TRUE,TRUE
RanDroid: Android malware detection using random machine learning classifiers,10.1109/ICSESP.2018.8376705,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8376705,FALSE,FALSE,FALSE
